clock,cpg_id,species,genome,weight,chr,pos,pos_hg38,pos_hg19,pos_hg18,pos_mm39_lifted_from_mm10,pos_mm10_MM,ucsc_annotation,gene_strand,gene_symbol,relation_to_ucsc_island,island_context,array/data_type,human_GRCh37_coordinate,pos_hg38_EPIC,pos_hg19_EPIC,pos_hg19_450k,pos_hg19_27k,pos_hg18_450k,pos_hg18_27k,pos_hg38_lifted_from_hg19,pos_hg38_lifted_from_hg18,rowname
Weidner 99-CpG model,cg23124451,Human,NCBI36,NA,22,37878077,39152126,39548131,37878077,NA,NA,Body,-,CBX7,Island,Island,27k,NA,NA,NA,NA,39548131,NA,37878077,39152126,39152126,2195
Weidner 99-CpG model,cg17471102,Human,NCBI36,NA,19,5802255,5851244,5851255,5802255,NA,NA,5'UTR;5'UTR;5'UTR;5'UTR,-,FUT3,0,-,27k,NA,NA,NA,NA,5851255,NA,5802255,5851244,5851244,2196
Weidner 99-CpG model,cg13406950,Human,NCBI36,NA,1,89303252,89064981,NA,89303252,NA,NA,NA,-,GBP1,NA,-,27k,NA,NA,NA,NA,NA,NA,89303252,NA,89064981,2197
Weidner 99-CpG model,cg25538571,Human,NCBI36,NA,8,49665263,48590150,49502710,49665263,NA,NA,-,+,FLJ46365,0,-,27k,NA,NA,NA,NA,49502710,NA,49665263,48590150,48590150,2198
Weidner 99-CpG model,cg01560871,Human,NCBI36,NA,10,72215430,70785668,72545424,72215430,NA,NA,TSS1500,-,C10orf27,0,-,27k,NA,NA,NA,NA,72545424,NA,72215430,70785668,70785668,2199
Weidner 99-CpG model,cg26581729,Human,NCBI36,NA,9,139059613,137045340,139939792,139059613,NA,NA,Body,-,NPDC1,Island,Island; Shelf,27k,NA,NA,NA,NA,139939792,NA,139059613,137045340,137045340,2200
Weidner 99-CpG model,cg19761273,Human,NCBI36,NA,17,77825385,82274220,80232096,77825385,NA,NA,TSS1500;TSS1500,-,CSNK1D,S_Shore,Shore,27k,NA,NA,NA,NA,80232096,NA,77825385,82274220,82274220,2201
Weidner 99-CpG model,cg26394940,Human,NCBI36,NA,22,44828125,46053581,46449461,44828125,NA,NA,Body;TSS1500,-,FLJ10945,N_Shore,Shore,27k,NA,NA,NA,NA,46449461,NA,44828125,46053581,46053581,2202
Weidner 99-CpG model,cg09462576,Human,NCBI36,NA,1,226364496,228110172,228297873,226364496,NA,NA,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,-,MRPL55,S_Shore,Shore,27k,NA,NA,NA,NA,228297873,NA,226364496,228110172,228110172,2203
Weidner 99-CpG model,cg23320649,Human,NCBI36,NA,3,50579617,50567182,50604613,50579617,NA,NA,5'UTR,-,C3orf18,N_Shore,Shore,27k,NA,NA,NA,NA,50604613,NA,50579617,50567182,50567182,2204
Weidner 99-CpG model,cg07388493,Human,NCBI36,NA,1,39264046,39025787,39491459,39264046,NA,NA,TSS1500,+,NDUFS5,0,-,27k,NA,NA,NA,NA,39491459,NA,39264046,39025787,39025787,2205
Weidner 99-CpG model,cg21448423,Human,NCBI36,NA,1,54786544,54548283,55013956,54786544,NA,NA,1stExon;5'UTR;1stExon;5'UTR,+,ACOT11,0,-,27k,NA,NA,NA,NA,55013956,NA,54786544,54548283,54548283,2206
Weidner 99-CpG model,cg04474832,Human,NCBI36,NA,3,51983527,51974471,52008487,51983527,NA,NA,1stExon;Body;5'UTR;TSS1500;1stExon;5'UTR,+,ABHD14A,N_Shore,Shore,27k,NA,NA,NA,NA,52008487,NA,51983527,51974471,51974471,2207
Weidner 99-CpG model,cg16363586,Human,NCBI36,NA,19,17377329,17405520,17516329,17377329,NA,NA,1stExon,-,BST2,0,-,27k,NA,NA,NA,NA,17516329,NA,17377329,17405520,17405520,2208
Weidner 99-CpG model,cg25268718,Human,NCBI36,NA,14,23674551,24135502,24604711,23674551,NA,NA,TSS1500;TSS1500,+,PSME1,N_Shore,Shore; Shelf,27k,NA,NA,NA,NA,24604711,NA,23674551,24135502,24135502,2209
Weidner 99-CpG model,cg05379350,Human,NCBI36,NA,17,24941283,29590139,27917157,24941283,NA,NA,TSS1500;TSS1500,-,GIT1,N_Shore,Shore,27k,NA,NA,NA,NA,27917157,NA,24941283,29590139,29590139,2210
Weidner 99-CpG model,cg08090640,Human,NCBI36,NA,17,38412815,43007272,41159289,38412815,NA,NA,Body,+,IFI35,0,-,27k,NA,NA,NA,NA,41159289,NA,38412815,43007272,43007272,2211
Weidner 99-CpG model,cg25256723,Human,NCBI36,NA,1,167822568,169586706,169555944,167822568,NA,NA,TSS200,-,F5,0,-,27k,NA,NA,NA,NA,169555944,NA,167822568,169586706,169586706,2212
Weidner 99-CpG model,cg04036898,Human,NCBI36,NA,1,46437185,46198926,46664598,46437185,NA,NA,Body;TSS1500,-,POMGNT1,0,-,27k,NA,NA,NA,NA,46664598,NA,46437185,46198926,46198926,2213
Weidner 99-CpG model,cg07810156,Human,NCBI36,NA,1,47428269,47190010,47655682,47428269,NA,NA,5'UTR;1stExon,-,PDZK1IP1,0,-,27k,NA,NA,NA,NA,47655682,NA,47428269,47190010,47190010,2214
Weidner 99-CpG model,cg01739167,Human,NCBI36,NA,17,4747123,4903049,4806344,4747123,NA,NA,1stExon,-,CHRNE,S_Shore,Shore,27k,NA,NA,NA,NA,4806344,NA,4747123,4903049,4903049,2215
Weidner 99-CpG model,cg07211259,Human,NCBI36,NA,9,5500497,5510497,5510497,5500497,NA,NA,TSS200,+,PDCD1LG2,0,-,27k,NA,NA,NA,NA,5510497,NA,5500497,5510497,5510497,2216
Weidner 99-CpG model,cg15804973,Human,NCBI36,NA,6,137156206,136793375,137114513,137156206,NA,NA,TSS1500,-,MAP3K5,S_Shore,Shore,27k,NA,NA,NA,NA,137114513,NA,137156206,136793375,136793375,2217
Weidner 99-CpG model,cg10917602,Human,NCBI36,NA,16,30904131,30985309,30996630,30904131,NA,NA,5'UTR;5'UTR;5'UTR,+,HSD3B7,0,-,27k,NA,NA,NA,NA,30996630,NA,30904131,30985309,30985309,2218
Weidner 99-CpG model,cg26610808,Human,NCBI36,NA,10,102036675,100286928,102046685,102036675,NA,NA,TSS1500;TSS1500,-,BLOC1S2,S_Shore,Shore,27k,NA,NA,NA,NA,102046685,NA,102036675,100286928,100286928,2219
Weidner 99-CpG model,cg00563932,Human,NCBI36,NA,9,138990870,136976597,139871049,138990870,NA,NA,TSS1500,+,PTGDS,N_Shore,Shore,27k,NA,NA,NA,NA,139871049,NA,138990870,136976597,136976597,2220
Weidner 99-CpG model,cg03340878,Human,NCBI36,NA,6,28033145,27957388,27925166,28033145,NA,NA,1stExon,+,OR2B6,0,-,27k,NA,NA,NA,NA,27925166,NA,28033145,27957388,27957388,2221
Weidner 99-CpG model,cg04123409,Human,NCBI36,NA,12,112326000,113403812,113841617,112326000,NA,NA,5'UTR;1stExon,-,SDS,0,-,27k,NA,NA,NA,NA,113841617,NA,112326000,113403812,113403812,2222
Weidner 99-CpG model,cg22947000,Human,NCBI36,NA,16,79829782,81238676,81272281,79829782,NA,NA,TSS200,+,BCMO1,0,-,27k,NA,NA,NA,NA,81272281,NA,79829782,81238676,81238676,2223
Weidner 99-CpG model,cg19724470,Human,NCBI36,NA,9,5440936,5450936,5450936,5440936,NA,NA,5'UTR,+,CD274,S_Shore,Shore,27k,NA,NA,NA,NA,5450936,NA,5440936,5450936,5450936,2224
Weidner 99-CpG model,cg17421623,Human,NCBI36,NA,3,120670260,119468723,119187570,120670260,NA,NA,TSS1500;TSS1500,+,C3orf9,N_Shore,Shore,27k,NA,NA,NA,NA,119187570,NA,120670260,119468723,119468723,2225
Weidner 99-CpG model,cg03224418,Human,NCBI36,NA,20,62082302,63980505,62611858,62082302,NA,NA,TSS1500;TSS1500,-,SAMD10,N_Shore,Shore,27k,NA,NA,NA,NA,62611858,NA,62082302,63980505,63980505,2226
Weidner 99-CpG model,cg22580512,Human,NCBI36,NA,12,123568427,124517928,125002474,123568427,NA,NA,5'UTR;5'UTR,-,NCOR2,N_Shore,Shore,27k,NA,NA,NA,NA,125002474,NA,123568427,124517928,124517928,2227
Weidner 99-CpG model,cg05228408,Human,NCBI36,NA,1,11787939,11805295,11865352,11787939,NA,NA,TSS1500;TSS1500;5'UTR;TSS1500;TSS1500,+,CLCN6,N_Shore,Shore,27k,NA,NA,NA,NA,11865352,NA,11787939,11805295,11805295,2228
Weidner 99-CpG model,cg23679724,Human,NCBI36,NA,20,57014873,59006423,57581478,57014873,NA,NA,Body,-,CTSZ,N_Shore,Shore,27k,NA,NA,NA,NA,57581478,NA,57014873,59006423,59006423,2229
Weidner 99-CpG model,cg05331214,Human,NCBI36,NA,2,167052020,166487264,167343774,167052020,NA,NA,TSS1500,-,SCN7A,0,-,27k,NA,NA,NA,NA,167343774,NA,167052020,166487264,166487264,2230
Weidner 99-CpG model,cg19046959,Human,NCBI36,NA,1,36338443,36100255,36565856,36338443,NA,NA,TSS200,-,COL8A2,0,-,27k,NA,NA,NA,NA,36565856,NA,36338443,36100255,36100255,2231
Weidner 99-CpG model,cg18660898,Human,NCBI36,NA,1,149297592,151058492,151030968,149297592,NA,NA,5'UTR;5'UTR;TSS1500,+,MLLT11,N_Shore,Shore,27k,NA,NA,NA,NA,151030968,NA,149297592,151058492,151058492,2232
Weidner 99-CpG model,cg22919728,Human,NCBI36,NA,3,127725180,126523647,126242490,127725180,NA,NA,TSS1500,+,CHST13,N_Shore,Shore,27k,NA,NA,NA,NA,126242490,NA,127725180,126523647,126523647,2233
Weidner 99-CpG model,cg26927807,Human,NCBI36,NA,19,1967532,2016533,2016532,1967532,NA,NA,TSS1500,-,BTBD2,0,Shore,27k,NA,NA,NA,NA,2016532,NA,1967532,2016533,2016533,2234
Weidner 99-CpG model,cg08468689,Human,NCBI36,NA,17,37600206,42194662,40346680,37600206,NA,NA,TSS200;TSS1500;TSS200;TSS200,-,LGP1,0,-,27k,NA,NA,NA,NA,40346680,NA,37600206,42194662,42194662,2235
Weidner 99-CpG model,cg13129046,Human,NCBI36,NA,10,71059702,69629940,71389696,71059702,NA,NA,TSS1500,+,C10orf35,N_Shore,Shore,27k,NA,NA,NA,NA,71389696,NA,71059702,69629940,69629940,2236
Weidner 99-CpG model,cg20654468,Human,NCBI36,NA,11,58099573,58575524,58342997,58099573,NA,NA,Body;Body,-,LPXN,N_Shelf,Shelf,27k,NA,NA,NA,NA,58342997,NA,58099573,58575524,58575524,2237
Weidner 99-CpG model,cg21120249,Human,NCBI36,NA,9,139041792,137027519,139921971,139041792,NA,NA,5'UTR;1stExon;Body;Body,+,FLJ36268,N_Shore,Shore,27k,NA,NA,NA,NA,139921971,NA,139041792,137027519,137027519,2238
Weidner 99-CpG model,cg17431739,Human,NCBI36,NA,10,23424053,23095118,23384047,23424053,NA,NA,TSS1500,+,MSRB2,N_Shore,Shore,27k,NA,NA,NA,NA,23384047,NA,23424053,23095118,23095118,2239
Weidner 99-CpG model,cg15297650,Human,NCBI36,NA,2,135193526,134719486,135477056,135193526,NA,NA,TSS1500,-,DKFZP566N034,S_Shore,Shore,27k,NA,NA,NA,NA,135477056,NA,135193526,134719486,134719486,2240
Weidner 99-CpG model,cg20366832,Human,NCBI36,NA,17,71032445,75524769,73520850,71032445,NA,NA,TSS1500;TSS1500;TSS1500,+,LLGL2,N_Shore,Shore; Shelf,27k,NA,NA,NA,NA,73520850,NA,71032445,75524769,75524769,2241
Weidner 99-CpG model,cg08598221,Human,NCBI36,NA,8,121894110,120812689,121824929,121894110,NA,NA,TSS1500,-,SNTB1,S_Shore,Shore,27k,NA,NA,NA,NA,121824929,NA,121894110,120812689,120812689,2242
Weidner 99-CpG model,cg13807496,Human,NCBI36,NA,11,44289116,44310990,44332540,44289116,NA,NA,TSS1500,-,ALX4,Island,Island; Shore,27k,NA,NA,NA,NA,44332540,NA,44289116,44310990,44310990,2243
Weidner 99-CpG model,cg24178740,Human,NCBI36,NA,2,219558709,218985743,219850465,219558709,NA,NA,TSS200,-,FEV,Island,Island; Shore,27k,NA,NA,NA,NA,219850465,NA,219558709,218985743,218985743,2244
Weidner 99-CpG model,cg02994956,Human,NCBI36,NA,22,28206534,29480545,29876534,28206534,NA,NA,1stExon,+,NEFH,Island,Island,27k,NA,NA,NA,NA,29876534,NA,28206534,29480545,29480545,2245
Weidner 99-CpG model,cg13870866,Human,NCBI36,NA,7,35259655,35253519,35293130,35259655,NA,NA,1stExon;1stExon,-,TBX20,Island,Island; Shelf,27k,NA,NA,NA,NA,35293130,NA,35259655,35253519,35253519,2246
Weidner 99-CpG model,cg05436231,Human,NCBI36,NA,1,27582376,27383299,27709789,27582376,NA,NA,1stExon;5'UTR,-,CD164L2,Island,Island,27k,NA,NA,NA,NA,27709789,NA,27582376,27383299,27383299,2247
Weidner 99-CpG model,cg21870884,Human,NCBI36,NA,1,199109052,200873301,200842429,199109052,NA,NA,1stExon,+,GPR25,Island,Island,27k,NA,NA,NA,NA,200842429,NA,199109052,200873301,200873301,2248
Weidner 99-CpG model,cg02844545,Human,NCBI36,NA,6,10990029,10881810,10882043,10990029,NA,NA,1stExon;5'UTR,-,GCM2,Island,Island; Shore,27k,NA,NA,NA,NA,10882043,NA,10990029,10881810,10881810,2249
Weidner 99-CpG model,cg27320127,Human,NCBI36,NA,2,47651900,47571257,47798396,47651900,NA,NA,TSS1500,-,KCNK12,Island,Island,27k,NA,NA,NA,NA,47798396,NA,47651900,47571257,47571257,2250
Weidner 99-CpG model,cg15379633,Human,NCBI36,NA,22,21817586,23145399,23487586,21817586,NA,NA,1stExon,+,RAB36,Island,Island; Shelf,27k,NA,NA,NA,NA,23487586,NA,21817586,23145399,23145399,2251
Weidner 99-CpG model,cg08209133,Human,NCBI36,NA,4,48180381,48483607,48485624,48180381,NA,NA,1stExon,+,SLC10A4,Island,Island,27k,NA,NA,NA,NA,48485624,NA,48180381,48483607,48483607,2252
Weidner 99-CpG model,cg25947945,Human,NCBI36,NA,1,199635569,201399818,201368946,199635569,NA,NA,TSS1500,-,LAD1,Island,Island,27k,NA,NA,NA,NA,201368946,NA,199635569,201399818,201399818,2253
Weidner 99-CpG model,cg03958979,Human,NCBI36,NA,6,108593080,108165183,108486387,108593080,NA,NA,TSS1500,+,NR2E1,Island,Island,27k,NA,NA,NA,NA,108486387,NA,108593080,108165183,108165183,2254
Weidner 99-CpG model,cg08012287,Human,NCBI36,NA,11,66071874,66547827,66315298,66071874,NA,NA,Body,+,ACTN3,S_Shore,Shore,27k,NA,NA,NA,NA,66315298,NA,66071874,66547827,66547827,2255
Weidner 99-CpG model,cg05488632,Human,NCBI36,NA,19,15204174,15232363,15343174,15204174,NA,NA,1stExon;5'UTR;5'UTR,-,ABHD9,Island,Island; Shore,27k,NA,NA,NA,NA,15343174,NA,15204174,15232363,15232363,2256
Weidner 99-CpG model,cg07752420,Human,NCBI36,NA,9,21958681,21968682,NA,21958681,NA,NA,NA,-,CDKN2A,NA,Island; Shelf,27k,NA,NA,NA,NA,NA,NA,21958681,NA,21968682,2257
Weidner 99-CpG model,cg14456683,Human,NCBI36,NA,3,148609700,147409223,147127010,148609700,NA,NA,TSS200,+,ZIC1,Island,Island; Shelf,27k,NA,NA,NA,NA,147127010,NA,148609700,147409223,147409223,2258
Weidner 99-CpG model,cg06291867,Human,NCBI36,NA,10,92607142,90857405,92617162,92607142,NA,NA,1stExon;1stExon;1stExon,-,HTR7,Island,Island,27k,NA,NA,NA,NA,92617162,NA,92607142,90857405,90857405,2259
Weidner 99-CpG model,cg21801378,Human,NCBI36,NA,15,70399179,72319784,72612125,70399179,NA,NA,1stExon,-,BRUNOL6,Island,Island,27k,NA,NA,NA,NA,72612125,NA,70399179,72319784,72319784,2260
Weidner 99-CpG model,cg24713204,Human,NCBI36,NA,19,61711185,56508004,57019373,61711185,NA,NA,5'UTR,+,ZNF471,Island,Island,27k,NA,NA,NA,NA,57019373,NA,61711185,56508004,56508004,2261
Weidner 99-CpG model,cg21992250,Human,NCBI36,NA,11,60475285,60951237,60718709,60475285,NA,NA,1stExon;Body,-,SLC15A3,Island,Island,27k,NA,NA,NA,NA,60718709,NA,60475285,60951237,60951237,2262
Weidner 99-CpG model,cg25762706,Human,NCBI36,NA,8,27171784,27258350,27115867,27171784,NA,NA,1stExon;5'UTR,-,STMN4,0,-,27k,NA,NA,NA,NA,27115867,NA,27171784,27258350,27258350,2263
Weidner 99-CpG model,cg12883767,Human,NCBI36,NA,12,56299376,57619326,58013109,56299376,NA,NA,TSS1500,+,SLC26A10,N_Shore,Shore,27k,NA,NA,NA,NA,58013109,NA,56299376,57619326,57619326,2264
Weidner 99-CpG model,cg21788470,Human,NCBI36,NA,12,28016940,27972740,NA,28016940,NA,NA,NA,-,PTHLH,NA,Shore; Shelf,27k,NA,NA,NA,NA,NA,NA,28016940,NA,27972740,2265
Weidner 99-CpG model,cg00489401,Human,NCBI36,NA,5,180008481,180648875,180075875,180008481,NA,NA,Body;Body,-,FLT4,Island,Island,27k,NA,NA,NA,NA,180075875,NA,180008481,180648875,180648875,2266
Weidner 99-CpG model,cg18182399,Human,NCBI36,NA,2,219991419,219418453,220283175,219991419,NA,NA,1stExon;5'UTR,+,DES,N_Shore,Shore,27k,NA,NA,NA,NA,220283175,NA,219991419,219418453,219418453,2267
Weidner 99-CpG model,cg17791651,Human,NCBI36,NA,1,38286076,38047817,38513489,38286076,NA,NA,TSS1500,-,POU3F1,Island,Island,27k,NA,NA,NA,NA,38513489,NA,38286076,38047817,38047817,2268
Weidner 99-CpG model,cg25431974,Human,NCBI36,NA,2,233061180,232488226,233352936,233061180,NA,NA,TSS1500,-,ECEL1,Island,Island,27k,NA,NA,NA,NA,233352936,NA,233061180,232488226,232488226,2269
Weidner 99-CpG model,cg05294455,Human,NCBI36,NA,17,42641608,47209243,45286609,42641608,NA,NA,5'UTR;TSS200,+,MYL4,0,-,27k,NA,NA,NA,NA,45286609,NA,42641608,47209243,47209243,2270
Weidner 99-CpG model,cg16386080,Human,NCBI36,NA,9,89778966,87974231,90589146,89778966,NA,NA,Body;Body;Body;Body;Body,-,CCRK,N_Shore,Shore,27k,NA,NA,NA,NA,90589146,NA,89778966,87974231,87974231,2271
Weidner 99-CpG model,cg16352283,Human,NCBI36,NA,1,27211565,27012487,27338978,27211565,NA,NA,1stExon,-,FAM46B,Island,Island,27k,NA,NA,NA,NA,27338978,NA,27211565,27012487,27012487,2272
Weidner 99-CpG model,cg20264732,Human,NCBI36,NA,16,66827264,68235860,68269763,66827264,NA,NA,1stExon,-,RBM35B,Island,Island; Shelf,27k,NA,NA,NA,NA,68269763,NA,66827264,68235860,68235860,2273
Weidner 99-CpG model,cg06638433,Human,NCBI36,NA,17,44430174,48997813,47075175,44430174,NA,NA,1stExon;1stExon,+,IGF2BP1,Island,Island,27k,NA,NA,NA,NA,47075175,NA,44430174,48997813,48997813,2274
Weidner 99-CpG model,cg22736354,Human,NCBI36,NA,6,18230698,18122488,18122719,18230698,NA,NA,1stExon,-,NHLRC1,Island,Island,27k,NA,NA,NA,NA,18122719,NA,18230698,18122488,18122488,2275
Weidner 99-CpG model,cg06493994,Human,NCBI36,NA,6,25760581,25652374,25652602,25760581,NA,NA,1stExon;5'UTR,+,SCGN,Island,Island,27k,NA,NA,NA,NA,25652602,NA,25760581,25652374,25652374,2276
Weidner 99-CpG model,cg00059225,Human,NCBI36,NA,5,151284550,151924796,151304357,151284550,NA,NA,1stExon;1stExon;5'UTR;5'UTR,-,GLRA1,Island,Island,27k,NA,NA,NA,NA,151304357,NA,151284550,151924796,151924796,2277
Weidner 99-CpG model,cg14918082,Human,NCBI36,NA,17,7773962,7929919,7833237,7773962,NA,NA,TSS1500,-,KCNAB3,N_Shore,Shore,27k,NA,NA,NA,NA,7833237,NA,7773962,7929919,7929919,2278
Weidner 99-CpG model,cg21296230,Human,NCBI36,NA,15,30797828,32718335,33010536,30797828,NA,NA,5'UTR,+,GREM1,Island,Island,27k,NA,NA,NA,NA,33010536,NA,30797828,32718335,32718335,2279
Weidner 99-CpG model,cg24768561,Human,NCBI36,NA,2,236066539,235493156,236401800,236066539,NA,NA,TSS1500;TSS1500,+,CENTG2,Island,Island,27k,NA,NA,NA,NA,236401800,NA,236066539,235493156,235493156,2280
Weidner 99-CpG model,cg07621046,Human,NCBI36,NA,10,118419648,116670147,118429658,118419648,NA,NA,TSS200,-,C10orf82,Island,Island,27k,NA,NA,NA,NA,118429658,NA,118419648,116670147,116670147,2281
Weidner 99-CpG model,cg02489552,Human,NCBI36,NA,19,14982531,15010719,15121531,14982531,NA,NA,TSS200,+,FLJ40365,N_Shore,Shore,27k,NA,NA,NA,NA,15121531,NA,14982531,15010719,15010719,2282
Weidner 99-CpG model,cg27553955,Human,NCBI36,NA,2,42573830,42493186,42720326,42573830,NA,NA,1stExon;1stExon,-,KCNG3,Island,Island,27k,NA,NA,NA,NA,42720326,NA,42573830,42493186,42493186,2283
Weidner 99-CpG model,cg13870494,Human,NCBI36,NA,9,71848178,70043442,72658358,71848178,NA,NA,TSS200,+,MAMDC2,N_Shore,Shore,27k,NA,NA,NA,NA,72658358,NA,71848178,70043442,70043442,2284
Weidner 99-CpG model,cg00503840,Human,NCBI36,NA,7,96488445,97021197,96650509,96488445,NA,NA,Body,-,DLX5,Island,Island; Shore; Shelf,27k,NA,NA,NA,NA,96650509,NA,96488445,97021197,97021197,2285
DNAmFitAge,cg25137787,Human,GRCh37,NA,1,2863815,2947250,2863815,2853675,NA,NA,-,-,0,0,-,450k,NA,NA,NA,2863815,NA,2853675,NA,2947250,2947250,2286
DNAmFitAge,cg08911391,Human,GRCh37,NA,1,20988590,20662097,20988590,20861177,NA,NA,TSS1500,+,DDOST,S_Shore,Shore,450k,NA,NA,NA,20988590,NA,20861177,NA,20662097,20662097,2287
DNAmFitAge,cg24685778,Human,GRCh37,NA,1,26394211,26067720,26394211,26266798,NA,NA,TSS200,+,TRIM63,0,-,450k,NA,NA,NA,26394211,NA,26266798,NA,26067720,26067720,2288
DNAmFitAge,cg25551287,Human,GRCh37,NA,1,205649424,205680296,205649424,203916047,NA,NA,5'UTR,+,SLC45A3,Island,Island,450k,NA,NA,NA,205649424,NA,203916047,NA,205680296,205680296,2289
DNAmFitAge,cg15322207,Human,GRCh37,NA,1,211689087,211515745,211689087,209755710,NA,NA,-,+,0,Island,Island,450k,NA,NA,NA,211689087,NA,209755710,NA,211515745,211515745,2290
DNAmFitAge,cg24604749,Human,GRCh37,NA,1,221053841,220880499,221053841,219120464,NA,NA,Body,+,HLX,N_Shore,Shore,450k,NA,NA,NA,221053841,NA,219120464,NA,220880499,220880499,2291
DNAmFitAge,cg03890680,Human,GRCh37,NA,1,227504721,227317020,227504721,225571344,NA,NA,1stExon;1stExon,-,CDC42BPA;CDC42BPA,N_Shore,Shore,450k,NA,NA,NA,227504721,NA,225571344,NA,227317020,227317020,2292
DNAmFitAge,cg14601038,Human,GRCh37,NA,2,1481097,1477325,1481097,1460104,NA,NA,Body;Body;Body;Body,-,TPO;TPO;TPO;TPO,Island,Island,450k,NA,NA,NA,1481097,NA,1460104,NA,1477325,1477325,2293
DNAmFitAge,cg25587481,Human,GRCh37,NA,2,46396825,46169686,46396825,46250329,NA,NA,Body,-,PRKCE,0,-,450k,NA,NA,NA,46396825,NA,46250329,NA,46169686,46169686,2294
DNAmFitAge,cg23922134,Human,GRCh37,NA,2,109403538,108787082,109403538,108769970,NA,NA,Body,-,CCDC138,Island,Island,450k,NA,NA,NA,109403538,NA,108769970,NA,108787082,108787082,2295
DNAmFitAge,cg18561976,Human,GRCh37,NA,2,204801508,203936785,204801508,204509753,NA,NA,5'UTR;1stExon,+,ICOS;ICOS,0,-,450k,NA,NA,NA,204801508,NA,204509753,NA,203936785,203936785,2296
DNAmFitAge,cg08175029,Human,GRCh37,NA,3,23848512,23807021,23848512,23823516,NA,NA,5'UTR;5'UTR,+,UBE2E1;UBE2E1,Island,Shore; Shelf,450k,NA,NA,NA,23848512,NA,23823516,NA,23807021,23807021,2297
DNAmFitAge,cg23202468,Human,GRCh37,NA,3,42705828,42664336,42705828,42680832,NA,NA,Body,+,ZBTB47,0,Island,450k,NA,NA,NA,42705828,NA,42680832,NA,42664336,42664336,2298
DNAmFitAge,cg06181470,Human,GRCh37,NA,3,42705925,42664433,42705925,42680929,NA,NA,Body,+,ZBTB47,0,Island,450k,NA,NA,NA,42705925,NA,42680929,NA,42664433,42664433,2299
DNAmFitAge,cg14422932,Human,GRCh37,NA,4,5374425,5372698,5374425,5425326,NA,NA,Body,-,STK32B,0,-,450k,NA,NA,NA,5374425,NA,5425326,NA,5372698,5372698,2300
DNAmFitAge,cg15128470,Human,GRCh37,NA,4,39460390,39458770,39460390,39136785,NA,NA,TSS1500;5'UTR;TSS1500;TSS200,-,LIAS;RPL9;LIAS;RPL9,Island,Island,450k,NA,NA,NA,39460390,NA,39136785,NA,39458770,39458770,2301
DNAmFitAge,cg13587180,Human,GRCh37,NA,4,42403248,42401231,42403248,42098005,NA,NA,Body,+,SHISA3,S_Shelf,Shelf,450k,NA,NA,NA,42403248,NA,42098005,NA,42401231,42401231,2302
DNAmFitAge,cg25440680,Human,GRCh37,NA,4,77226417,76305264,77226417,77445441,NA,NA,TSS1500,+,STBD1,N_Shore,Shore,450k,NA,NA,NA,77226417,NA,77445441,NA,76305264,76305264,2303
DNAmFitAge,cg16995193,Human,GRCh37,NA,5,339570,339455,339570,392570,NA,NA,Body,-,AHRR,N_Shelf,Shelf,450k,NA,NA,NA,339570,NA,392570,NA,339455,339455,2304
DNAmFitAge,cg12864235,Human,GRCh37,NA,5,27038782,27038675,27038782,27074539,NA,NA,TSS200,+,CDH9,0,-,450k,NA,NA,NA,27038782,NA,27074539,NA,27038675,27038675,2305
DNAmFitAge,cg23715435,Human,GRCh37,NA,6,26027513,26027285,26027513,26135492,NA,NA,TSS200,+,HIST1H4B,Island,Island,450k,NA,NA,NA,26027513,NA,26135492,NA,26027285,26027285,2306
DNAmFitAge,cg02805890,Human,GRCh37,NA,6,27778836,27811058,27778836,27886815,NA,NA,-,+,0,S_Shore,Shore; Shelf,450k,NA,NA,NA,27778836,NA,27886815,NA,27811058,27811058,2307
DNAmFitAge,cg06381959,Human,GRCh37,NA,6,29975269,30007492,29975269,30083248,NA,NA,Body;Body,+,HLA-J;NCRNA00171,Island,Island,450k,NA,NA,NA,29975269,NA,30083248,NA,30007492,30007492,2308
DNAmFitAge,cg00779476,Human,GRCh37,NA,6,32063726,32095949,32063726,32171704,NA,NA,Body,-,TNXB,Island,Island,450k,NA,NA,NA,32063726,NA,32171704,NA,32095949,32095949,2309
DNAmFitAge,cg25489467,Human,GRCh37,NA,6,32862532,32894755,32862532,32970510,NA,NA,-,-,0,Island,Island,450k,NA,NA,NA,32862532,NA,32970510,NA,32894755,32894755,2310
DNAmFitAge,cg02376916,Human,GRCh37,NA,6,53219672,53354874,53219672,53327631,NA,NA,-,+,0,0,-,450k,NA,NA,NA,53219672,NA,53327631,NA,53354874,53354874,2311
DNAmFitAge,cg17741339,Human,GRCh37,NA,6,152085619,151764484,152085619,152127312,NA,NA,5'UTR,-,ESR1,0,-,450k,NA,NA,NA,152085619,NA,152127312,NA,151764484,151764484,2312
DNAmFitAge,cg20219159,Human,GRCh37,NA,6,153304813,152983678,153304813,153346506,NA,NA,TSS200;TSS1500,-,FBXO5;FBXO5,Island,Island,450k,NA,NA,NA,153304813,NA,153346506,NA,152983678,152983678,2313
DNAmFitAge,cg19629631,Human,GRCh37,NA,7,2060116,2020481,2060116,2026642,NA,NA,Body;Body;Body,-,MAD1L1;MAD1L1;MAD1L1,Island,Island,450k,NA,NA,NA,2060116,NA,2026642,NA,2020481,2020481,2314
